# W. D. Apel et al., Astropart. Phys. 47, 54 (2013) 
# <Etot> [GeV]	Bin range	Flux (per Etot bin)[# (GeV m2 s sr)-1]	Stat Err (±)	Syst Err (±)
1.12e7	2.11e-16	0.68e-16	0.93e-16
1.55e7	5.87e-17	1.31e-17	2.54e-17
2.14e7	1.78e-17	0.35e-17	0.63e-17
2.95e7	7.13e-18	1.12e-18	1.69e-18
4.07e7	2.99e-18	0.69e-18	0.80e-18
5.62e7	1.27e-18	0.33e-18	0.29e-18
7.76e7	2.79e-19	1.34e-19	0.89e-19
1.07e8	7.87e-20	4.41e-20	0.16e-20
1.48e8	1.18e-19	0.55e-19	0.54e-19
2.04e8	5.30e-20	3.68e-20	7.49e-20
